"model","year","transmission","mileage","fuelType","tax","mpg","engineSize","price"
1,2019,1,5793,1,145,41.5,1.5,24450
16,2019,3,4475,2,145,53.3,2,27752
4,2019,3,2043,2,145,65.7,2,24622
16,2019,3,3546,2,145,60.1,2,28950
1,2019,1,3024,1,145,41.5,1.5,24400
17,2019,2,1500,2,145,58.9,2,30680
4,2020,3,18,2,150,58.9,2,42495
24,2019,2,8316,1,145,38.7,2,28950
2,2018,3,30000,2,145,49.6,2,17950
16,2017,3,17285,2,145,60.1,2,20481
4,2019,2,3000,1,145,45.6,2,31260
13,2019,3,6397,1,145,34,3,45323
1,2019,3,9200,2,145,67.3,2,20330
1,2019,3,8000,1,145,54.3,1.5,19850
3,2019,3,9153,2,145,60.1,2,24591
17,2019,3,8791,2,145,61.4,2,31991
6,2019,3,27713,2,145,47.9,3,31412
5,2020,3,102,2,145,55.4,2,34795
13,2017,3,23250,1,300,34,3,34995
1,2017,2,22595,1,200,39.8,3,19295
2,2019,3,5571,1,145,39.2,1.5,22894
4,2017,2,23446,2,145,49.6,3,25762
20,2016,2,31525,2,235,42.8,3,36602
21,2017,3,19924,1,145,25.4,4.4,48482
5,2014,3,21880,2,125,57.6,2,16402
2,2016,2,31931,2,145,55.4,2,17842
3,2017,2,17236,1,145,48.7,2,19082
16,2019,2,3012,1,145,46.3,1.5,26786
16,2017,3,32286,2,145,55.4,2,19981
5,2013,1,28204,2,30,62.8,2,12732
1,2019,3,5810,1,145,40.4,1.5,24862
6,2015,3,26797,2,160,49.6,3,23552
2,2018,3,9005,2,145,65.7,2,21512
16,2018,3,9261,1,145,44.8,2,24161
5,2014,3,68489,2,125,57.6,2,12941
1,2017,3,19164,1,150,55.5,1.5,15995
20,2020,3,150,2,150,33.6,3,63295
4,2017,1,10594,1,150,46.3,2,18995
1,2019,3,5900,2,150,72.4,1.5,17990
5,2019,3,4982,1,145,50.4,2,24295
16,2017,3,6550,2,145,60.1,2,21495
16,2016,3,13200,2,125,57.6,2,20495
7,2017,3,25050,2,145,57.6,3,26995
21,2020,3,9710,2,145,34.9,3,55890
17,2020,1,10,2,145,48.7,2,27890
2,2020,3,6000,1,145,39.8,3,28890
3,2020,3,2252,1,145,34.9,3,43995
19,2019,2,155,2,145,40.9,3,39500
5,2019,3,1600,2,145,51.4,3,44995
5,2019,3,8560,1,145,50.4,2,26870
17,2019,3,2198,1,145,36.2,2,27806
18,2019,2,7154,1,145,24.8,3,55320
17,2019,2,7021,1,145,34,2,30960
20,2014,2,35881,2,240,44.8,3,27581
1,2016,1,29378,1,30,56.5,1.5,11941
2,2019,2,5063,2,145,67.3,2,20746
19,2019,3,8098,2,145,42.8,2,34995
20,2018,3,31855,1,145,25.4,4.4,50495
1,2019,3,4591,1,145,34.5,2,29995
2,2019,2,2268,1,145,42.2,1.5,19994
1,2019,3,6879,1,145,39.8,3,27994
9,2017,2,16867,3,135,470.8,0,21494
17,2019,3,2724,1,145,38.7,2,27890
3,2019,3,3633,1,145,41.5,2,33995
18,2019,3,3017,1,145,24.8,3,58994
1,2019,3,2973,2,145,48.7,2,28994
2,2019,2,1402,1,145,39.8,3,27016
2,2019,2,9794,1,145,47.9,2,21576
16,2016,3,18307,1,165,44.8,2,21892
3,2015,3,22288,2,125,58.9,2,15482
2,2017,2,15110,1,145,55.4,1.5,14943
16,2016,3,33049,2,125,57.6,2,18101
19,2015,3,8732,2,205,47.9,3,26332
1,2017,3,23400,1,145,54.3,1.5,16395
4,2019,3,7389,1,145,48.7,2,25995
3,2016,3,22594,2,30,64.2,2,16995
4,2020,3,10,2,145,50.4,3,32995
3,2019,3,4050,1,145,47.9,2,23295
1,2019,3,3788,2,145,51.4,2,26795
3,2017,1,41208,2,30,67.3,2,15295
5,2018,3,11646,2,145,49.6,2,25595
1,2019,3,5250,1,145,55.5,1.5,18995
1,2019,3,6441,2,145,67.3,2,21995
18,2013,3,50567,2,165,50.4,2,16995
4,2016,3,21991,1,150,48.7,2,17994
14,2016,3,25780,1,565,28.5,4.4,36494
2,2018,3,18000,2,150,60.1,2,20995
4,2017,3,17056,2,150,65.7,2,20995
2,2017,3,25219,1,235,38.2,3,22994
3,2016,3,24144,2,160,51.4,3,22494
1,2020,3,6000,2,145,48.7,2,27495
3,2020,3,6000,2,145,49.6,2,32890
1,2020,3,102,1,145,34.5,2,33995
16,2018,3,8550,2,145,60.1,2,20995
1,2017,3,24650,1,200,39.8,3,20995
19,2017,3,25350,2,200,47.9,3,26995
20,2015,2,46250,2,200,47.1,3,25995
2,2016,3,28271,1,260,37.2,3,20295
1,2019,3,11318,1,145,39.8,3,24795
2,2018,3,5500,1,145,38.2,2,20595
2,2020,3,2200,1,145,50.4,2,24995
5,2019,2,3402,2,145,60.1,3,33500
3,2019,3,6294,2,145,52.3,2,30543
7,2017,3,14550,1,145,35.3,4.4,35495
6,2016,3,21050,2,160,51.4,3,25243
18,2017,3,38350,2,200,47.1,3,24990
21,2019,3,1402,1,145,26.4,3,69993
17,2020,3,600,2,145,58.9,2,38970
18,2018,3,9210,1,145,34.5,3,36995
18,2019,3,4824,1,145,34.5,3,43863
4,2016,3,14530,1,145,48.7,2,19995
16,2016,3,20800,1,160,44.8,2,20295
1,2019,1,3400,1,145,52.3,1.5,17695
4,2020,3,102,2,145,65.7,2,42520
16,2020,3,102,1,145,39.8,2,37320
18,2020,3,102,2,145,54.3,2,35995
20,2020,3,102,2,145,37.7,3,64995
3,2019,3,4026,2,145,53.3,3,26989
1,2019,1,7931,2,145,70.6,1.5,19489
16,2017,3,33000,2,150,55.4,2,17990
3,2016,3,68800,2,30,64.2,2,13990
9,2016,2,68000,3,0,470.8,0,15990
1,2015,1,14714,2,20,72.4,1.5,11599
9,2016,2,59945,3,0,470.8,0,14900
16,2016,3,26382,2,145,55.4,2,17600
3,2017,2,11076,2,145,56.5,3,19460
1,2014,1,45400,2,30,64.2,2,11200
6,2016,3,24600,2,160,51.4,3,23595
22,2019,3,5349,2,145,33.6,3,72798
1,2019,3,5312,1,145,54.3,1.5,19895
13,2017,3,10950,1,145,34,3,36595
8,2020,3,101,2,145,40.4,3,61995
2,2019,3,5536,2,145,68.9,2,21895
1,2019,3,3225,1,145,40.4,1.5,24990
5,2019,3,102,1,145,50.4,2,34995
4,2019,2,4300,1,145,48.7,2,25589
1,2019,1,4410,2,145,65.7,2,18369
17,2019,3,8942,2,145,58.9,2,27989
3,2019,3,11824,2,145,54.3,2,22869
3,2019,3,9988,2,145,52.3,2,26589
1,2016,2,45000,2,30,65.7,2,14589
17,2020,3,6000,1,145,34,2,38989
4,2015,1,25510,1,160,46.3,2,13950
1,2020,3,906,1,145,40.4,1.5,25993
2,2018,3,9579,2,145,64.2,2,23024
16,2017,3,29866,2,145,55.4,2,19229
1,2018,3,14200,1,145,36.7,1.5,17995
3,2019,3,2150,1,145,42.2,2,32398
4,2019,3,6650,1,145,48.7,2,29641
1,2019,3,2604,2,145,70.6,2,19995
18,2016,3,35700,2,145,54.3,2,21995
11,2019,3,3500,1,145,29.1,3,40995
1,2019,1,1581,2,145,70.6,1.5,19689
22,2019,3,17561,1,145,24.8,3,67989
24,2019,2,5500,1,145,38.7,2,30969
24,2019,3,6000,1,145,38.7,2,32989
17,2019,3,3795,2,145,58.9,2,30789
1,2017,2,24229,2,125,60.1,2,17985
16,2017,2,6391,2,145,65.7,2,20489
17,2018,3,12271,2,145,61.4,2,25969
3,2020,3,100,2,145,50.4,2,34989
19,2019,3,7310,2,145,40.9,3,39450
3,2019,3,6000,2,145,49.6,2,34989
4,2016,3,16622,1,160,44.8,2,18669
1,2016,3,31661,1,200,39.8,3,19773
17,2019,3,13440,2,145,58.9,2,27669
5,2019,2,6499,3,135,156.9,2,27489
4,2019,3,9212,1,145,45.6,2,25285
20,2019,2,12369,2,145,37.7,3,44850
20,2019,2,9740,2,145,37.7,3,44850
20,2019,3,9341,2,145,37.7,3,44850
20,2019,2,12000,2,145,37.7,3,44850
5,2019,2,5800,3,145,49.6,2,30290
1,2019,1,3602,1,145,41.5,1.5,24850
1,2019,2,7381,1,145,34.5,2,30700
20,2019,3,5256,1,145,27.2,3,52995
24,2020,3,102,1,145,38.7,2,32995
20,2019,3,6413,2,145,37.7,3,47975
18,2019,3,1604,1,145,24.8,3,54595
3,2020,3,102,1,145,40.4,2,37995
19,2019,2,7555,2,145,40.9,3,47541
18,2019,2,3755,2,145,54.3,2,40661
2,2019,2,1893,1,145,47.9,2,29991
1,2019,1,3559,1,145,44.1,1.5,23771
1,2019,2,9399,2,145,70.6,2,16995
3,2017,2,18374,2,145,64.2,2,18489
2,2020,3,3000,1,145,47.9,2,26989
7,2020,3,10300,2,145,41.5,3,55489
21,2020,3,3000,2,145,34.9,3,59989
1,2017,3,28120,2,125,60.1,2,18642
20,2019,2,7580,2,145,37.7,3,48190
2,2019,1,6556,1,145,40.9,1.5,18580
3,2019,2,7307,2,145,49.6,2,31380
24,2019,3,5465,1,145,38.7,2,29941
4,2019,3,6455,1,145,39.2,3,39200
1,2019,2,7287,1,145,42.8,1.5,23770
5,2019,2,11537,2,145,62.8,2,31670
4,2019,3,7208,2,145,65.7,2,25160
5,2020,3,15,1,145,48.7,2,35793
5,2020,3,100,2,145,60.1,2,41995
3,2018,3,13909,2,145,60.1,2,19895
18,2018,3,10300,2,145,48.7,3,36451
2,2020,3,102,2,145,49.6,2,33065
3,2020,3,102,2,145,50.4,2,42430
1,2018,3,7700,1,145,36.7,1.5,17495
19,2020,3,100,1,145,24.8,3,60995
16,2019,3,4183,2,145,65.7,2,26995
17,2018,3,21271,2,145,58.9,2,23995
9,2017,2,20082,3,135,470.8,0,20495
3,2020,3,1898,1,145,41.5,2,39995
4,2015,3,44800,2,145,53.3,3,17995
2,2019,3,2236,2,145,47.1,2,28993
18,2020,3,4360,3,135,5.5,2,52991
2,2019,3,2469,2,145,52.3,2,24390
19,2019,2,3502,2,145,42.8,2,38380
2,2019,2,2048,2,145,51.4,2,19520
17,2018,3,5000,2,145,50.4,2,21726
1,2018,3,29869,2,150,65.7,2,17141
4,2016,3,26044,2,205,47.9,3,23671
4,2018,3,16701,2,145,65.7,2,21782
2,2015,3,29538,1,200,43.5,2,16922
7,2019,2,4330,2,145,41.5,3,55156
18,2016,3,33421,2,150,54.3,2,22981
3,2018,2,7794,1,145,47.9,2,21756
6,2016,2,17264,1,325,32.1,4.4,26976
3,2015,3,27536,1,200,41.5,3,22072
2,2019,2,2000,2,145,49.6,2,22160
20,2019,3,10175,2,145,37.7,3,43956
24,2019,3,3140,1,145,33.2,3,38156
3,2019,2,7900,1,145,34.9,3,38000
16,2020,3,2364,2,145,65.7,2,27995
3,2020,3,100,1,145,42.2,2,34995
20,2019,3,1606,3,135,188.3,3,69995
1,2019,3,5100,2,145,72.4,1.5,16695
2,2019,3,6100,2,145,62.8,2,21995
1,2020,3,102,1,145,40.4,1.5,24995
1,2020,3,102,1,145,42.8,1.5,28455
2,2015,3,23742,1,125,51.4,1.5,15882
16,2013,1,72834,2,160,51.4,2,8595
5,2014,2,36450,2,30,62.8,2,11995
2,2018,3,15609,2,150,49.6,2,19681
3,2017,3,26321,2,150,56.5,3,20991
5,2015,3,43836,2,30,62.8,2,16082
3,2015,3,33836,2,125,60.1,2,15981
17,2019,3,6321,2,145,58.9,2,29960
20,2019,2,10923,2,145,37.7,3,45840
4,2019,2,4767,1,145,48.7,2,25866
16,2019,2,3195,2,145,60.1,2,27006
3,2019,3,8576,2,145,49.6,2,33475
2,2018,2,4828,3,135,113,1.5,21991
3,2017,3,34134,2,145,53.3,3,18908
2,2019,3,10539,1,145,47.9,2,20000
2,2019,1,2033,1,145,52.3,1.5,26481
2,2018,3,25029,1,145,39.8,3,23702
20,2019,2,6650,2,145,37.7,3,46756
1,2016,3,9097,1,200,39.8,3,23412
1,2019,2,4260,2,145,48.7,2,32541
21,2019,2,4509,2,145,34.9,3,59991
17,2019,2,4501,1,145,39.2,2,33551
14,2019,2,1501,1,145,24.1,4.4,73990
16,2019,3,3796,2,145,36.7,2,34791
16,2015,3,48102,2,160,52.3,2,12979
2,2020,3,1500,1,150,50.4,1.5,23789
1,2014,3,35093,2,125,60.1,2,14869
4,2018,2,35423,2,145,55.4,3,21789
1,2019,1,1300,1,145,44.1,1.5,22949
17,2019,3,14230,2,145,58.9,2,28980
16,2020,3,100,2,145,36.7,2,29476
18,2019,3,7536,1,145,24.8,3,54783
2,2019,3,2504,2,145,68.9,2,22395
13,2020,3,1200,1,145,32.5,3,56995
22,2020,3,1000,1,145,24.8,3,79566
1,2019,1,3731,1,145,53.3,1.5,17847
2,2019,3,4560,1,145,50.4,1.5,20657
20,2015,3,22103,1,570,25.4,4.4,44814
1,2019,3,1000,1,145,34.5,2,35995
3,2019,3,1000,1,150,42.2,2,29995
3,2016,3,25145,2,160,51.4,3,20878
7,2019,3,3000,2,145,41.5,3,53000
4,2017,3,23039,2,145,55.4,3,21459
1,2019,1,2282,1,145,53.3,1.5,15495
2,2019,1,1000,1,145,42.8,1.5,22995
5,2019,3,1792,2,145,62.8,2,28395
16,2019,3,1000,2,145,60.1,2,30995
4,2019,3,7701,1,145,48.7,2,30150
2,2016,3,68185,2,125,60.1,2,15591
1,2014,3,66449,1,125,50.4,1.6,11552
2,2018,3,6614,1,145,36.2,2,20642
1,2017,3,25131,1,145,55.5,1.5,15391
16,2015,3,21992,2,160,52.3,2,15881
17,2019,3,100,1,145,34,2,40428
22,2019,3,5283,2,145,33.6,3,69995
6,2016,3,29403,1,260,35.8,3,26420
4,2016,3,24932,2,160,49.6,3,22540
9,2017,2,20929,3,135,470.8,0,19948
16,2016,3,35300,2,125,57.6,2,18286
20,2019,3,5853,2,145,37.7,3,52995
7,2017,3,28338,2,145,56.5,3,35464
19,2016,3,13005,2,145,54.3,2,26995
18,2016,3,35621,2,145,54.3,2,21948
1,2019,1,1000,1,145,44.1,1.5,22995
3,2017,1,24669,1,145,48.7,2,15916
18,2016,3,15497,2,145,54.3,2,24284
5,2017,3,8605,2,145,65.7,2,24908
18,2017,3,33158,2,200,47.1,3,27947
2,2016,3,28966,1,125,52.3,1.5,15814
3,2020,3,1881,1,150,34.9,3,41755
3,2020,3,1370,2,150,52.3,2,32837
14,2018,3,10455,1,150,26.9,4.4,59973
8,2019,3,2881,1,150,31.7,3,59694
2,2019,3,1089,1,150,38.2,3,29995
12,2015,3,37249,1,300,34,3,34269
3,2018,3,8702,1,145,46.3,2,22978
1,2017,3,23114,1,200,39.8,3,21832
2,2019,3,460,1,150,38.2,3,29995
4,2019,3,1297,2,145,58.9,2,31995
4,2019,3,1133,2,145,65.7,2,31495
16,2018,3,9421,2,145,60.1,2,25457
18,2019,3,3708,2,145,54.3,2,35995
5,2017,3,23310,2,160,51.4,2,22993
20,2016,2,25701,2,200,47.1,3,31929
20,2015,2,44087,2,200,47.1,3,27844
3,2017,3,29190,2,145,62.8,2,18858
3,2017,3,43703,2,160,51.4,3,21472
2,2017,3,16266,1,145,43.5,2,19995
3,2019,3,8200,2,145,48.7,2,34836
21,2019,3,1500,2,145,34.9,3,55995
1,2019,3,1060,2,145,70.6,2,18395
5,2017,3,31585,2,30,62.8,2,17659
13,2017,3,27806,1,145,34,3,36820
2,2016,3,39955,1,205,43.5,2,17869
9,2017,2,21025,3,0,470.8,0,22495
3,2020,3,150,2,150,47.1,3,71990
1,2015,1,35869,1,125,53.3,1.5,10250
3,2017,3,19888,2,145,51.4,3,23843
1,2016,3,21685,2,125,60.1,2,18854
16,2019,3,4153,2,145,65.7,2,26468
5,2019,3,6111,2,145,60.1,2,31995
1,2014,2,37390,2,30,64.2,2,12995
3,2017,3,47518,2,160,51.4,3,21495
3,2018,3,11350,2,145,56.5,3,24995
21,2020,3,5000,2,145,34.9,3,55995
2,2020,3,1000,2,145,62.8,2,31995
2,2020,3,1000,1,145,47.9,2,29995
24,2020,3,1000,1,145,38.7,2,34995
24,2020,3,2200,1,145,38.7,2,32495
2,2017,1,13566,2,30,64.2,2,16990
3,2018,2,13700,2,145,62.8,2,22495
3,2017,3,18309,2,145,56.5,3,20990
3,2019,2,3000,2,145,43.5,3,41995
1,2019,3,5500,1,145,42.8,1.5,23450
3,2020,3,4000,1,145,41.5,2,33995
3,2016,3,56327,2,145,53.3,3,17995
20,2019,3,3677,2,145,33.6,3,56995
19,2019,3,10,2,145,40.9,3,38997
5,2019,3,14585,3,135,156.9,2,31990
4,2019,3,1893,2,145,60.1,2,24995
2,2019,3,1000,1,145,40.9,1.5,22995
1,2019,3,101,2,145,51.4,2,27995
22,2020,3,7500,2,150,31.4,3,77995
4,2016,3,24709,2,30,65.7,2,17995
2,2020,3,1000,2,145,48.7,2,30995
4,2014,3,25276,2,145,56.5,2,16995
1,2013,1,49711,2,30,65.7,2,8495
4,2018,3,7450,2,145,55.4,3,22995
4,2015,3,29627,2,160,49.6,3,21149
5,2018,3,19474,2,145,62.8,2,22495
1,2019,3,5955,2,145,70.6,2,18995
5,2019,3,15808,1,145,48.7,2,27995
5,2014,3,31039,2,145,55.4,2,14959
4,2019,3,1000,2,145,60.1,2,25995
1,2019,1,1000,1,145,41.5,1.5,24495
5,2019,2,4000,2,145,60.1,2,30995
1,2017,3,15948,1,200,39.8,3,21995
1,2020,3,3000,1,150,34.5,2,36995
18,2019,3,7200,2,150,54.3,2,32995
16,2017,3,4645,1,150,44.8,2,24995
1,2015,1,30241,2,20,72.4,1.5,11995
3,2016,1,34328,2,125,61.4,2,13995
2,2017,3,15336,1,125,48.7,2,17495
1,2018,1,13132,1,150,52.3,1.5,17995
3,2019,3,7130,1,150,47.9,2,24995
4,2019,3,5630,2,145,65.7,2,23895
5,2019,3,6142,1,145,39.2,3,36995
13,2019,3,5239,1,145,34,3,46995
22,2019,3,5071,2,145,33.6,3,61875
3,2018,3,7509,2,145,62.8,2,21875
2,2019,3,7296,1,145,39.8,3,27995
3,2017,3,19493,2,0,74.3,2,16875
18,2015,3,23000,2,150,54.3,2,21875
2,2020,3,8,1,150,50.4,1.5,22875
2,2019,3,5558,1,150,50.4,2,22475
16,2017,3,26109,2,145,55.4,2,19875
3,2018,3,3582,1,150,48.7,2,21875
3,2017,3,20000,2,150,64.2,2,19875
5,2019,3,11794,2,150,62.8,2,26875
1,2019,1,7879,1,145,44.1,1.5,20875
1,2019,1,5599,1,145,44.1,1.5,20875
2,2019,3,17303,2,145,51.4,2,19875
4,2018,2,3500,2,145,55.4,3,20995
1,2014,1,33580,1,200,42.8,2,13990
17,2019,3,2315,2,145,58.9,2,29995
4,2019,3,1777,2,145,58.9,2,24990
2,2016,2,35004,2,30,64.2,2,14995
16,2016,1,31345,2,125,60.1,2,17995
3,2018,3,17173,2,145,56.5,3,24995
18,2016,2,41277,2,145,54.3,2,21995
4,2015,3,41000,2,150,56.5,2,16896
3,2017,3,27823,1,150,44.1,2,17995
2,2019,1,4467,1,150,52.3,1.5,20495
2,2015,1,19361,2,30,64.2,2,15995
3,2020,3,2000,2,145,50.4,2,34875
18,2020,3,2000,2,145,54.3,2,35875
3,2017,3,28740,2,200,49.6,3,26475
2,2019,3,2144,1,145,50.4,1.5,22875
4,2018,3,6488,2,145,51.4,3,26875
1,2017,1,12194,1,125,52.3,1.5,16475
2,2017,3,16261,1,145,39.8,3,23875
3,2018,3,15769,1,145,48.7,2,21875
2,2020,3,1000,1,145,47.9,2,29995
1,2017,3,28921,1,30,55.5,1.5,14995
2,2015,1,24600,1,145,47.9,2,13000
20,2014,2,49450,2,200,47.1,3,22150
1,2017,3,27866,1,145,39.8,3,20495
1,2019,1,4658,2,145,68.9,2,17995
17,2018,3,13056,2,145,61.4,2,21995
3,2020,3,2000,2,145,47.9,3,37875
2,2019,1,5907,1,145,42.2,1.5,20875
1,2019,1,8500,1,145,44.1,1.5,20875
1,2019,1,2832,1,145,44.1,1.5,20875
1,2019,1,4143,1,145,44.1,1.5,20875
1,2019,1,8464,1,145,44.1,1.5,20875
1,2019,1,5922,1,145,44.1,1.5,20875
1,2019,1,10532,1,145,44.1,1.5,20875
3,2017,3,16456,1,145,46.3,2,19875
6,2017,3,9769,2,145,51.4,3,29875
1,2016,2,31800,1,235,37.7,3,19875
18,2018,3,20087,2,145,48.7,3,29990
1,2018,3,7929,1,150,36.7,1.5,18000
18,2015,3,26000,2,205,47.9,3,22000
4,2018,2,18792,1,145,45.6,2,22995
2,2019,3,2069,1,145,39.8,3,29995
3,2019,3,5326,2,145,53.3,3,29495
1,2019,1,9086,1,145,41.5,1.5,21875
5,2019,3,2135,1,145,48.7,2,30875
1,2020,3,150,1,145,42.8,1.5,28875
3,2020,3,150,1,145,42.2,2,29875
5,2016,3,29286,1,235,37.7,3,22875
3,2020,3,2000,1,145,40.4,2,33875
3,2020,3,2000,2,145,52.3,2,34875
20,2020,3,2000,2,145,36.7,3,44875
1,2019,1,9261,1,145,41.5,1.5,21875
1,2017,1,16000,2,150,68.9,2,15875
2,2018,3,8353,1,150,32.5,3,26875
2,2019,1,718,1,150,54.3,1.5,20875
1,2019,3,5693,1,150,40.4,1.5,23875
18,2019,3,8988,2,150,36.7,3,39875
16,2019,3,10001,2,150,50.4,2,27875
1,2017,2,37834,2,145,67.3,2,16185
4,2017,3,40542,2,30,65.7,2,19485
16,2018,1,7252,1,145,51.4,1.5,21995
3,2018,3,47386,2,145,64.2,2,20995
2,2019,3,5633,2,145,49.6,2,22495
3,2015,3,46890,2,125,58.9,2,16990
2,2016,1,19657,2,20,68.9,1.5,15062
20,2017,2,23010,2,145,47.1,3,32990
3,2019,3,3150,1,145,42.2,2,29995
2,2020,3,13,1,150,50.4,1.5,22875
1,2019,1,12845,1,150,44.1,1.5,20875
2,2020,2,1968,1,145,50.4,2,23985
1,2020,2,2047,2,145,51.4,2,27445
3,2020,3,4323,2,145,50.4,2,33285
18,2016,3,31839,2,145,54.3,2,23875
2,2020,3,150,1,145,42.2,1.5,26400
2,2019,3,3995,1,145,50.4,1.5,21875
5,2017,2,16774,2,125,62.8,2,21295
3,2017,2,29681,1,145,48.7,2,18495
5,2019,3,3123,2,150,60.1,3,31485
3,2020,3,1987,2,150,53.3,2,34985
2,2020,3,1548,1,150,36.2,2,32895
2,2019,3,7836,1,150,47.9,2,22985
24,2020,3,10,1,150,38.7,2,31895
2,2019,3,8319,2,150,51.4,2,22895
20,2019,3,10,2,150,37.7,3,52875
20,2019,3,13,2,150,37.7,3,52875
2,2020,3,7,1,150,50.4,1.5,21875
1,2019,1,13252,1,145,41.5,1.5,21875
18,2019,3,9045,1,150,34.5,3,40875
5,2019,3,12391,2,150,62.8,2,26875
3,2018,3,16969,1,150,48.7,2,20875
3,2020,3,2084,2,145,43.5,3,41485
3,2019,2,2974,2,145,47.9,3,34985
3,2019,2,10742,2,145,48.7,2,34985
2,2020,3,877,2,145,64.2,2,25485
16,2020,3,1074,2,145,40.9,2,26895
2,2019,2,8599,1,145,40.9,1.5,19385
18,2019,2,8200,1,145,34.5,3,43875
16,2019,3,150,1,145,35.3,2,28875
5,2017,3,24655,2,145,68.9,2,19875
3,2016,3,27016,3,0,148.7,2,17875
2,2018,3,14616,1,145,50.4,1.5,18475
9,2016,2,20013,3,0,470.8,0,19875
1,2018,1,14530,2,145,51.4,1.5,14985
5,2017,3,24172,3,135,156.9,2,23895
1,2015,1,66563,2,20,68.9,2,10485
1,2018,3,7229,1,145,58.9,1.5,15785
16,2017,3,9637,2,145,55.4,2,20875
3,2016,2,22533,2,160,51.4,3,22475
10,2018,2,13909,3,135,134.5,1.5,55485
4,2016,2,33074,2,160,51.4,3,21985
3,2019,3,11439,1,145,40.9,2,27285
16,2017,2,19116,2,145,57.6,2,20685
1,2014,1,42574,2,30,64.2,2,10985
16,2018,3,11586,2,145,60.1,2,23485
16,2016,2,26083,2,125,60.1,2,18895
6,2016,2,19411,1,260,37.2,3,21485
1,2015,1,42676,2,30,65.7,2,12285
1,2016,2,17237,1,125,54.3,1.5,15745
3,2020,3,2958,1,145,42.2,2,28985
8,2020,3,6374,2,145,26.7,3,61485
13,2016,3,32866,1,300,34,3,30485
16,2019,2,11884,2,145,60.1,2,25285
21,2020,3,1365,2,145,34.9,3,55985
2,2018,2,32618,1,145,51.4,1.5,16875
20,2019,3,9438,2,145,37.7,3,46875
20,2019,3,8318,2,145,37.7,3,46875
3,2015,2,35697,2,30,62.8,2,13875
20,2019,3,10834,2,145,37.7,3,46875
5,2019,2,9029,3,135,156.9,2,26875
5,2019,2,10597,3,135,156.9,2,26875
3,2017,3,27024,2,145,51.4,3,25475
5,2002,2,115000,1,325,28.5,2.2,1595
18,2004,2,100000,1,330,23.7,2.5,3495
1,2019,3,3450,1,145,34.5,2,33400
3,2019,3,1000,2,145,49.6,2,30995
18,2019,3,10,2,145,54.3,2,38995
3,2017,1,30761,2,125,58.9,2,17285
1,2019,3,13171,2,150,67.3,2,19895
3,2007,1,63000,1,565,29.7,3,8800
1,2008,1,59000,2,110,58.9,2,7475
16,2011,1,69561,2,160,49.6,2,7498
1,2017,2,17988,1,145,39.8,3,21689
5,2019,3,1000,1,145,50.4,2,29895
5,2019,3,1000,2,145,60.1,2,30995
21,2019,3,101,2,145,34.9,3,59995
1,2019,1,4160,1,145,53.3,1.5,16695
9,2017,2,24041,3,0,470.8,0,21495
4,2016,3,40340,2,30,65.7,2,18995
4,2017,3,27292,2,160,49.6,3,24295
24,2015,3,15768,1,330,30.1,3,22895
3,2019,3,7225,2,150,52.3,2,25895
3,2019,3,12288,1,150,47.9,2,23685
3,2018,3,33188,2,150,53.3,3,22895
4,2020,3,45,2,150,52.3,3,29485
7,2014,3,74269,2,165,50.4,3,18485
3,2012,2,50000,2,30,62.8,2,9995
2,2016,2,36500,2,20,72.4,1.5,10700
4,2016,1,103500,2,30,67.3,2,10995
5,2016,2,23500,2,20,68.9,2,15995
5,2019,3,5271,1,145,46.3,2,30995
2,2019,2,8646,3,135,148.7,1.5,22995
13,2017,2,5735,1,145,32.5,3,39950
3,2019,2,18253,2,145,62.8,2,19995
13,2018,2,3033,1,145,33.6,3,51000
20,2017,2,39060,2,145,42.8,3,35995
1,2019,3,11754,2,145,68.9,1.5,19995
1,2019,1,3148,1,145,41.5,1.5,23995
3,2019,3,12500,2,145,48.7,2,27990
2,2020,3,3500,1,145,50.4,1.5,26995
3,2017,3,23000,1,145,48.7,2,17495
3,2020,3,1000,2,145,47.9,3,37995
16,2016,1,43529,2,125,60.1,2,13990
1,2020,3,1000,2,145,48.7,2,30995
3,2019,3,4686,1,150,42.2,2,29485
3,2019,3,11618,2,150,54.3,2,23285
3,2019,3,6659,2,150,55.4,2,21985
5,2012,2,60300,2,160,50.4,3,15000
5,2015,1,94500,2,125,58.9,2,10995
3,2019,3,9754,2,150,52.3,2,25895
5,2018,3,1153,1,150,37.7,2,29895
16,2013,3,60926,2,160,52.3,2,12685
5,2020,3,6,1,145,50.4,2,30485
5,2019,3,10707,3,135,156.9,2,30895
1,2019,3,11423,2,145,74.3,2,18685
16,2015,1,90000,2,160,51.4,2,8995
1,2012,1,75900,2,30,62.8,2,6795
3,2011,1,88850,1,160,44.8,2,4995
3,2009,1,97000,2,125,58.9,2,4500
3,2009,2,123300,1,200,44.1,2,3695
18,2014,2,64500,2,205,47.9,3,16250
18,2011,2,71000,2,165,50.4,2,9750
1,2013,1,89000,2,0,74.3,1.6,6500
5,2020,3,12,2,145,56.5,3,36985
2,2015,3,24862,2,30,64.2,2,15685
9,2017,2,29851,3,0,470.8,0,19895
16,2016,2,32333,2,145,55.4,2,16690
1,2015,2,62338,2,125,61.4,2,12990
20,2016,2,80058,2,235,42.8,3,29985
3,2019,3,11454,1,145,47.9,2,23685
1,2014,1,41659,1,145,50.4,1.6,10285
16,2017,3,56728,2,145,65.7,2,16485
